comment_text,target
. Super programdi,0
🤗 👍keyfiyyet,0
Xalid Unibank mobile super!!!,0
Viki Teşekkür ediyorum güzel bir hizmet ama şü kart şefri değiştirmek üçün her kere 2 manat talip ediyor bank ve özelikle bank getmasi gerek olur,0
Xidmet 👎🏿,0
Я люблю свой банк Продолжайте в том же духе. Добавляйте много и много новых и интересных программ. Удачи,0
"Unibank Быстро, удобно, просто",0
Beyendim Eladir her kese lazim olacaq bir sistemdir,0
Unibank 👌👌👌👌,0
"Rahat və sürətli Proqram çox yaxşı düşünülüb, çoxfunksiyalıdır. Ödənişləri etmək rahatdır və operasiyalar tez həyata keçirilir. Təşəkkür edirəm!",0
Gozel Qeweydi,0
Problem with Touch ID What happened with Touch ID access?,0
Kredit Xaiw edirem kredit xetti ve taksit xetti unibank mobileye elave olunsun.,0
Əla 👍💙,0
"Çox sadə, effektiv bir proqram Bizim bank programlar içində ən ugurlusu budu. Çox sadə, keyfiyyətli, sürətli, və hər cür əməliyyat yerinə yetirmək olur! Çox razi qaldim!",0
"👍 Cox gozel programdi,hershey bir seyfede rahat idare edirsen!👍",0
Normal Chox elverishlidir. Dahada tekminleshdirilmesini meslehet gorerdim. Türkiye mobil bankciligindan yararlana bilersiniz,0
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 Bank kimi bank) çox sağolun. Pulu götürəndə əladı qaytaranda pis ). Kredit götürdüz qaytarın),0
Unibank Daha yaxşı işletmek olsa idi. Birde ay Unibank medaxil ve mexaric niye göstermir. Onsuz da faizinizi yeterli alırsız. Heç olmaya açık olun.,1
😍😍 Azərbaycanın ən taxşı mobil bankı 👏👏,0
👍 Butun banklarin app-in doyer :),0
"Problemleri hell edin 1 aydır kart hesabından çıxarışa baxa bilmirem, yalnız maile gönderir👎🏻 birde diger bank kartlarının balansını göstermir",1
Hi Thank u for u,0
"Super Ela, mükemmel bir program, evde oturub rahat idare edirsen 👍🏻",0
👎🏽👎🏽👎🏽 sms gelmir nomreye...,1
"Ujas! Ne berite kredit! Eto bezdonnaya bocka. Samiy visokiy procent! Kak ipoteka na 25 let- platish, platiah, a konca ne vidno!",1
Super 👍👍👍,0
App Nice👏🏻,0
Сервис сырой Переводы не работают. Карту по умолчанию не видит,1
"Удобный сервис Очень удобное приложение. Видны балансы, можно делать платежи с карты на карту, оплачивать услуги, гос и коммунальные платежи.",0
ne rabotaet ne rabotaet posle seqodnyashneqo obnovleniya!!,1
Sms gelmir nomreye Mende problem vardi daxil olmaqda sms gelmirdi gecde olsa duzeltdiler problemi.ve mence Azerbaycanda olan en yaxsi 2 mobil bank xidmeti varsa biri bu unibankin tedbiqidir,0
Super! I am in love with the app!,0
"Best app Easy to use,perfect!thanks Unibank",0
Unibank app is great! Great!,0
Perfect! One of the best internet banking app in Azerbaijan! Thanks,0
Easy to use You have access to all your account details and can manage everything. No need to go to bank for any reason,0
Super Super,0
Azerbaycan için gurur kaynağı bir banka Tüm işlemler şeffaf ve dürüst,0
The coolest program 👌🏻👌🏻👌🏻 The coolest program 👌🏻👌🏻👌🏻,0
"The best Unibank, thanks for app!!! It's amazing!",0
Mobile Banking Ela!,0
"Unibank Ela proqramdi, xirda duzelishler de olsa super olar",0
👍🏻 🤥-,0
👍 Faydali proqramdir. Ela 👍,0
Supet Gözəl proqramdı məsləhətlidi,0
Super👍🏻 👍🏻👍🏻👍🏻👍🏻👍🏻,0
Super Cox sevdim Uni Bank'ı,0
GT Eladir.,0
"Super Her iwime yarayirn, cox sade ve istifadeli . Tesekkurler Unibank",0
Number one Good job.,0
Mr. Elio Easy to use and nice interface. Good luck Unibank Team.,0
"Simple&convenient Well designed, easy to use, fast operations",0
Ela En ugurlu mobilbank!!,0
PERFECT AWESOME 👌👍👍👍👍👍,0
Unibank Mobile Super proqramdır. 👍👍👍,0
👍 Əla program əla bank. Çox sağolun,0
"ƏLA! 👍👍👍 Son yeniləmə ilə tətbiq əla, son dərəcədə stabil işləyir. Yeniləmədən əvvəl tətbiqdə ödəniş edərkən problemlər yaşanırdı, ödəmənin həyata keçməməsi barədə səhvliklər olurdu. Artıq elə problem qalmayıb, əla! 👍👍",0
Ela👍🏻 👍🏻👍🏻👍🏻👍🏻,0
Convenient I am abroad right now! Very glad that Unibank has such a convenient tool to manage my accounts!,0
UNIBANK Get gede duzelir). Pis deyil.,0
Ishlemiiirrr!!! 😡 update olduqdan sonra ishlemir!!!,1
İşləmir Son yenilənmədən sonra işləmir.,1
Išlemir Yenilenmeden sonra islemir!!!!,1
Not working Not working after update,1
Yenilendikden sonra ishlemir Yenilendikden sonra ishlemir,0
app bu app hazirlayana halal olsun super sade dizayn elada isleyir birce apple whatch da elave olunsa super olar ;),0
"Отлично Юнибанк Любимый Банк
Супер!",0
Musiqi Musiqi,0
Ads report Please block all ads appearing in this App. Thanks!,0
Internet olmadan dinlenmiyor Internetsiz edin,0
"в ярости музыка без интернета не работает,сожрал весь мб!:(",1
😒 It is not playing offline.so it is one of  those ordinary music players.nothing that  makes it important to have in phone,1
Hec beyenmedim Salam salim bele proqramin icine bir poxda kocurtmek olmur,1
Video indirmek olmuyor Video indirmeki olmuyuor,0
"F fv . Fföüjjıbvu  u.c Cct0 za üçü b itytt. 77  
  V 
 Çz  v.    V4 t",0
Duraklama Şarkılarda bazen duraklama oluyor.Bu sorunu aradan kaldırırsanız sevinirim.Teşekkürler...,0
Get crazy Why I can’t search musics???,1
. PLEASE fix the search button!!! It’s just impossible to use it without search,1
Search not working Till now everything is okay but now search function doesnt work,0
???whyy why isnt working this program??pls answer,1
"Problem There is a problem about search, fix it please..",1
Superrr Çok iyi sadece internetsiz çalışmıyor.,0
No download No download 😞,1
_hesenli_1997 Ela praqramdır supper tesekkürler 😘,0
😒 Need wifi👎🏼,1
Cox gözel mahnidi Superr,0
Bull shat Без интернета ни черта не работает!,1
It is a program. Suprrrrrr.,0
Problem Offline is better if you do people will download more,1
Pro Need pro version help to find please,0
Harika Süper bir proqram,0
Super Super,0
Asif Çok çok güzel,0
Music Player A good app but you need wifi to listen to music,0
Super Everything is so beautiful,0
Super!👍👍 Super!👍🏼👍🏼,0
"Приложение 👍🏻 Удобно, быстро и без заморочек!)",0
Promo kod 85250381,0
Ela program ve wirket Ne yaxsi bu app var)) 9933un savadsiz operatorlarinin elinden qutarmisam nece ildi:)),0
"Не серьезно Сегодня подвели чуть не опоздал на межгород автобус, звонит водила а потом соскакивает из заказа
Приложение дерьмовое, часто глючит , на все заказы 1 ман пишет поэтому водители не едут или же приняв заказ сбрасывают. Никому не советую.",1
0 xidmetli taksi Bunlara ulduz dusmur hec taksini bir yere telesib tez catmaq ucun sifariş verirsen Bu taksiler hemin yere avtobus metro ile gedib catandan 1 saat sonra gelir xidmet 0 medeniyyetsiz suruculer ucuzdu deye ele zibil masinini sureni de surucu gotururler,1
Отлично Вовремя приезжают и доставляют в нужную точку,0
"Ужас Один за другим таксисты принимают заказ, ждёшь пол часа и затем они отказываются! Одной звезды им даже многовато",1
Fuad Qiymetler yaxwidi.Sonradan zayin cixartmasalar yaxwidi,0
"Babat Mobil əlavəni quraşdır, promo kodu daxil et 10 m. qazan. 
 1E327C09",1
Çatışmamazlıq Boş maşın tapmaq çox çətindir. Heç vaxt vaxtında gəlmir. Saatlarla gözləməli olursan. Maşın sayı artırılsa daha yaxşı olar.,1
Cox Süper Taksi sürücüsü cox mehriban vicdanlı sexsdır. Maşını idare etmeyini cox beğendim. Masın sekliqeli ve temiz idi. Men Maxım Taksi xitmetinden cox istifade edirem ozunuzde bilisiniz. İlk defedir qarsima bele gozel unsiyyetcil mehriban surucu cıxdı. Onu mukafatlandırmagınız meni sevindirer. Bele sürücüleriniz olduqda sernışinlerde olduqca xoabext olar. Önceden teşekkurler Maxim Taksi xidmetine!!!!,0
Mawenik 10 denen wirketee isleyir catmamis vururki duwurdum gic gic telefonlarina bawqa zakazlar gelir,1
Prom kod 513DA856,0
Maxim super 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0
"Super Cox serfelidi ve tez gelirler taksiler,cox raziyam",0
Maxi Gence 0809821D promo kodunu daxil edin ve 50%,0
"sagiba siz adami saymirsiniz!zakaz edilibdir siz zakazi qebul etmemisiniz 40deqiqeden sonra yigib dediniz ki aaaa biz tapdiq sizin zakazinizi !!!Çox mensulliyətsiz hörmət qoymursunuz!sizin taxiye 0 düşür əslində,sevinin ki 1 ulduz verdik!!!!!",1
👍👍 Xidmetinizden cox raziyam !!,0
Sumqayıt Sərfəli və rahat👍🏻,0
"PROMO KOD VERDİM yaz QAZAN!!! Hesabınıza 10 MANAT HƏDİYƏ !! """"""""72F6D173"""""""" promo kodunu daxil et HESABINA OTURSUN",0
"Super, çox bəyəndim. Həm də ucuz! Sözün düzü əvvəl inanmırdım ancaq özüm yoxladım, alındı :) Pulsuz 3 AZN gediş əldə etmək istəyənlər aşağıdakı kodu yazsın """"""""promo kod"""""""" bölməsinə...

04 FDA 735

ps: kodu boşluq buraxmadan yazın, alınacaq :-)",0
Super Cox sərfəli və rahat,0
Ela Cox yaxsi surucudu 👍,0
Bonus işləmir Bonus işləmirsə niyə bonus verirsiz? Tətbiq özü superdi. Şirkəti vur tulla,1
Спасибо Спасибо,0
Sikayet Axsam vaxti sifarisde olan vaxt unvani deyismek isteyirem.operatoru yigiram deyir bizim basimiz cixmir ofisdede heckim yoxdur.basi cixmayan niye oturub orda operator evezine,1
Problem Ni rabotayet,1
"Maxim en ucuz taxidi Ele en ucuz olduguna gorede bezen taxi gelmir, gerek biraz qiymeti artirasan proqram vasitesiyle.",0
"Приложение не стабильное. На самом деле хорошее и полезное приложение, но сегодня начался жуткий глюк, так как при острой необходимости пополнения баланса телефона, приложение попросту не удавалось открыть.",0
"It Works well! Really well done. I almost use it over 2 years. App works nice. I even cannot calculate how long is the saved time from my life due to not going to payment points. 
Thanks a lot.",0
"Bildiriş Olduqca funksional app-dır. Yalnız, hesaba pul daxil olduqda vakıfbank mobil app və s.-də olduğu kimi bildiriş gəlməsi daha yaxşı olar. 
Təşəkkürlər",0
Very useful Userfriendly,0
Pasha Bank Yaxshidi.beyendim,0
Pemba Yaxshi.beyendim,0
"Thanks Very useful, big thanks to everyone👍",0
Perfect Super bank app👍🏻,0
Pasha bank Xoshuma geldi,0
otlichno chox rahat,0
Cool! Very user friendly application!,0
mobapp 👍🏻👍🏻👍🏻👍🏻,0
Super Super,0
Application Veru useful application!!,0
lhajiyeva It works!,0
Very good app Very good app!,0
recomendation good.im recommend for payments etc.,0
Отлично Отлично,0
Super Superrr app,0
Super Perfect,0
Super Program istifadede chox rahat ve asandir! Her bir kese tovsiyye edirem!,0
Круто Очень удобно и легко,0
Great! 1 of the best mobile banking applications 😻,0
pasha app good app.thanks,0
Good Very good for payment,0
App Udobno dla oplat i vipiski,0
Mobile banking Очень удобен в использовании!!!!👌👌👌,0
Application Good app,0
Odenish Butun odenishleri rahat ediram,0
Pasha bank mob Legko I prosto,0
Cox rahat Cox sade ve rehat.,0
app ochen udobno i prosto v ispolzovanii,0
Mob app Ochen udobno oplachivat scheta.,0
"The best mobile banking app An exceptional app with user friendly interface. So many exclusive features. Good  job, guys!",0
meh ka meh ka chox sag olun Pasha Bank,0
Perfect Ochen udobno v ispolzovanii !! Spasibo!!!,0
cool tak derjat,0
Klassnoe prilojenie Spasibo razrabotchikam ochen udobno!,0
Super Super,0
One of the most important app for me wish you all success in future app’s development.,0
Mobile Bankinq klyovo,0
Mobil bank Prekrasno,0
SMM995 Access screen great,0
Парковка Уникальная услуга для оплаты парковок. Очень класно.,0
paymet so easy to pay,0
Rahat Kart amaliyyatlarina cox rahat nazarat etmak olur.,0
)) Новый дизайн поражовал,0
Parking Parking xidmeti cox rahatdir,0
"Iwlemir Yeniledim, programm acilmir. Ancag Logo gosterir, ve programm baglanir. Bunnan gabag iwledirdim. Indi iwlemir. Iphone 4s 64gb",1
Круто Все оплаты проходят.,0
No connection Program iwlemir yeni dizayna kecenden coxlu lag var,1
Super Очень удобно,0
great great,0
yenilenmede problem yenilenenden sonra iphone 4 modellerinde daxil olmur ekran da pasa bankin logosu donub qalir,1
Berbad Yeni versiya islemir,1
Best Amazing app!!!,0
Super Super,0
"Не работает После обновления Приложение либо зависает после ввода пин-кода , либо сразу же после появления логотипа банка.",1
problem salam mene sonuncu yenilenme gelmeib ve men mobil elaveni istifade ede bilmirem,0
"Xeta Salam axshaminiz xeyir , mende iphone 4s telefonudu ,proqram yenilenenden sonra xeta baw verir , proqrama daxil ola bilmirem zehmet olmasa bu xetaya care yolu tapasiniz",1
"Не работает После последнего обновления не возможно оплачивать что либо, после нажатия Платёж нету списка, нету вообще ничего, просто пустая страница, исправьте...",1
Great! Thanks for hard work.,0
"Good job! Nice design, works well.",0
Giris Yenileyenden sonra niye daxil olmaq mumkun olmur? Evvelki dizayn daha sade ve gozel idi.,1
Super Rehmetliy Enisteyin Bilse Idi Bu Qeder Asant Dunya Olacag Hec Atomu Bolmezdi 😂😂😂,0
Orxan Haciyev 👍🏻👍🏻👍🏻,0
Ela!!! cox ela hazirlanib tesekkurler size.,0
Didn’t work and couldn’t be updated why? !!!,1
Super Cox sade ve gozel proqramdi. Emeyi kecenlere tesekkur,0
"Çox rahat və sürətli Paşa Bankın mobil proqramı çox rahat və sürətlidir, demək olar bütün elektron ödəmələri bir necə saniyədə icra edə bilirəm, Bu proqrama görə Paşa banka öz təşəkkürümü bildirirəm!",0
Very useful app Çox rahat və sadedir,0
"Pis deyil proqrami yukledim lakin chashdirici bir mesele var. sizin proqramin detali haqqinda yqzilub ki """"""""pasha bank"""""""" kartlari ile odemek olar lakin screenshotlarda diger banklarin da kartlarinin shekli vardir. Proqramin ozunde ise yuxaride Pasha Bank kartlari yazilib halbuki diger bankin kartinin da detallarini aktiv ede bildim. Umid edirem tehlukesizlik yuksek seviyyededir!",1
last update last update soo bad. every time error CM:12646,1
Complain My email address isn’t found but I’m sure that my username and my password are correct,1
Very bad I can not use it on iphone x .do not download it,1
"Elxan please, free service",1
"Sorun var Merhaba, fraqmanlar açılıyor, fakat filmler açılmıyor, ara sıra düzeliyor, kısa zaman sora yine aynı problem oluyor, herhangi bir filme tıkladığımda, bağlqntı kurulamadı yeniden deneyin yazıyor",1
Muhtesem Bunu cok sevdim,0
"Amazing! This is great that Netflix has become available globally.
Superb project!",0
❤️ Çokk güzelll,0
Супер👍👍👍👍👍 Очень понравился 👍👍👍👍👏,0
Faydalı proqramdır! Belə tətbiqlərin olmağı çox yaxşıdır.,0
Mr_ZMA Very nice,0
Super! Very good!,0
Super Super,0
Red Hauz كل شي 👍👍👍,0
Thank you Very good,0
Massallah Bahcesi cox gozeldir ve odalar cox genişdir,0
Мне нравится Очень хорошее преложение😍👍🏽просто супер,0
"Apartment 18 Vake. Это самый чистый и уютный апартамент в Тбилиси! Отдельное спасибо хозяйке , очень дружелюбная и гостеприимная женщина. Спасибо большое , мы еще обязательно вернёмся!",0
Best The best app for tourists!,0
"Exceptional Location We Enjoyed a lot, next year inshallah we will comeback to same place. Landlord also very helpful.",0
Super Super,0
Very good Apartment Center location,0
Very good Excellent,0
Mrtalik Super,0
"Mukemmel! Otelin sahipleri o kadar tatli hanimefendiler ki, yardimsever, guleruz, biz bir gun kala rezervasyon yaptik, hemde kopekle yerlesdik otele, her sey mukemmel gecdi, cok ferah tatli odalari var, kafesi cok hos. Kendilerine tesekkurlerimizi iletiyoruz, birdaha Alacatiya qidecek olursak mutlaka Monata donucez!)",0
A You are the Best😍,0
5 stars Very useful and comfortable app. Use long time.,0
"Orxan Nasirov Понравилось практически все: местоположение апартаментов, инфраструктура вокруг жилья, чистота в квартире. Но особенно понравился хозяин, который был очень отзывчивым и внимательным ко всем нашим пожеланиям и просьбам. У нас были три волшебных дня в Баку.",0
Başarılı Otel rezervasyonu ve şehir rehberi konusunda çok başarılı,0
Super Good,0
batumi çooox beyendik. qarşılama yaxşı otaglar təmiz👍🏼,0
"Azure costline Отдыхала в июне 2019, расположение отличное, цена соответствует качеству, нас встретили очень дружелюбно, говорили на русском языке, посоветовали хорошие и недорогие рестораны поблизости с очень калоритной национальной грузинской кухней и отличным грузинским вином. По расположению первая береговая линия, пляж прямо у дома, огромный балкон с видом на море и обзорным видом на Батуми и горы, очень красиво, особенно лунная дорожка ночью, очень романтично. Ничем не уступает отдыху в турецких пятизвездочных отелях только в разы дешевле и есть собственная кухня со всеми удобствами. Номер просторный, чистый, вся мебель новая современная, кровать удобная, идеально подходит для большой семьи. Вообщем обязательно вернемся в следующем году !",0
Elite Super,0
Super Best one,0
Aysel Super👍🏻,0
like i like it 🖤,0
Super helpful app! I am in love with your services!,0
Gozel Ela,0
5 star Very good,0
Ploxo Cudia dzalian,0
Good Very good,0
Evinizi aratmayacak otel İstanbula geldiğimde kendimi evimde histteğimiz tek yer çalışan personal güleryüzlü profesyonel bir otel özellikle ön büroda bellboy furkan beyin ilgisinden dolayı çok teşekkür ederim,0
Very good Nice and handy application,0
Koliba Super,0
My favori te app for trips Very easy for use and helpful app,0
Əla Superrrrrrrrr,0
Ummu Zeyd 👍,0
Очень хороший Очень хорошо все,0
Hi Goood,0
Kama Excellent!,0
Very bad Very bad,1
Me Thy,1
Super booking Booking bir super,0
Super Otlichno,0
Improving The app is becoming better every single day.,0
"-1 Два раза отменяют бронь в последний момент,мне кажеться апартаменты файковые! приложение вроде не плохое,но не скем связаться,сказать проблему свою!",1
Good Easy and simple to use . Helpful and useful,0
Super 👍🏻👍🏻👍🏻👍🏻,0
Ramid.Maharramov good luck,0
Samaxi 5+,0
Booking So enjoyable app.,0
"Благодарность создателям! Очень удобное и продуманное приложение. Всё, что нужно.",0
Nice Your trips are managed here,0
"My bookings review Pls, make opportunity to see my bookings offline.",0
мне нравиться все удобно окай,0
Eldorado Otlichno,0
User-friendly! Excellent!,0
Мамедов Н. Не советую оставаться в этом отеле по многим причинам......,1
"Гашалты Отель Нафталан Отель , еда все Супер",0
5 Super,0
ok ok,0
Спасибо Очень мило. Спасибо,0
Great Perfect application,0
Отель Очень мобильно и удобно,0
Teshekkur Yene Teshekkur,0
Х*й мусорам Отличная программа,0
Love app. Very fast and organized,0
Самый удобный сайт доя бронирования! Все свои поездки букирую на этом сайте. Они никогда меня не подводили. Спасибо!,0
"Comforty Cery easy, comfortable and reliable!",0
Kenan Otlicnoye prilojeniye,0
T.Tofigh Thanks a lot for flexibility,0
Thank you Very good👍👍👍,0
Renka Useful,0
Perfect Əla xidmət,0
Best app Thanks a lot for best app,0
"Booking Очень неудобное меню. На андроиде пробовал, во сто раз лучше. Вылезает все по бокам, на основную инфо по отелю оставили мало места, перестало показывать квадратуру",1
Cool Koll,0
Booking Very quick no time consuming and very effective,0
Superrrr Superrrr,0
Super Super!!!,0
Perfect Perfect,0
"** Отличное уютное место особенно для тех кто мечтает отдохнуть от суеты мегаполиса, насладиться красотой природы. Отель чистый 👍🏻, персонал приветливый и очень гостеприимный.
Трансфер всегда к вашим услугам.
Менеджер отеля может предложить вам интересные экскурсии, не пожалеете👍🏻",0
Very good and easy Very good and easy,0
Simply The Best! Just the best booking app!,0
"Cok iyi Biz bu oteli cok beyendik. Otel ayrintilarinda yazildigi gibi guzel odalari, temiz carsaplari ve guzel yemekleri var. Orhan beye ayrica tesekkurlerimi belirtmek isderim. Hersey gonlumuzce oldu bize orda yabanci oldugumuzu bile hiss etdirmediler👍🏻",0
My Number1 travel mate Number 1 choice for travel reservations. Genius membership opens new promotions and discounts.,0
In heart of Baku The best App ever,0
Good Good app,0
Emin Лучшее приложение среди всех,0
Notngood stay in London 🤔😔,1
"irreplaceable app Great app, great project",0
"booking was never easy as here I love to book hotels from booking.com. 
Simple, easy, reliable, best price, amazing customer service, and many more words to express my gratitude to them",0
"Booked hotel in Istanbul Very useful and easy in implementation, I am satisfied",0
Benim istediğim Güzel çok güzel,0
👍👍👍 👍👍👍,0
Super Super,0
Великолепно!!! Молодцы команда!!!,0
Kruto Super udobnaya prilojeniya,0
wow wow,0
Super Super super super,0
Its very good Super,0
"Предложения Отели иногда блокируют деньги непредупредив зарания. 
Прошу контролируйте пожалуйста.",1
Great app 5 star,0
"Great app Booking com is my favorite for all types of trips arrangements both personal and business. Very handy user interface, fast responding, easy to navigate, etc.",0
The best booking app Service 10 of 10 as well as prices.,0
👌🏽 👍🏼👍🏼👍🏼👌🏽,0
boooking 👍🏻👍🏻👍🏻👍🏻,0
Отзыв Excellent,0
Very good Easy to book and manage your bookings. Perfect,0
Anar Excellent!!!,0
Booking.com Perfect application 👍,0
Молодцы Так держать),0
Отлично Отличное приложение!,0
"Radisson Blu Daugava Рига Очень понравилась тёплая атмосфера в отеле, несмотря на то, что отель не новый, место расположение замечательное и очень отзывчивый персонал, особенно хочется отметить персонал ресторана в частности Веронику, еда ресторана очень качественная и всегда свежая, кухня старается во всю.
Отдельная благодарность барменам, работающих при ресторане.
Все это оставляет очень приятные впечатления.",0
👍✨👍 👍✨,0
Good Very usefull,0
Love One of the most useful and convenient apps I've ever used.,0
super super,0
👍👍👍👍👍 Super,0
Fine Super,0
Great app! It is like magical thing which helps to find suitable venues to stay in any range of price. It has really user-friendly structure.,0
Luxe Lankaran Hotel Konfortu ve yerleşdiyi yeri cox bəyəndik.qiymətlər sərfəli idi.Hotelin personali cox yardm sever ve diqqetcildirlər.,0
Hizmet super Yaxwi pragramdi iwimizi daha coz asanlawdirir,0
Cheaper than in hotel Book online to get better deals,0
Best application! I am completely satisfied by this application. I have few problems with the credit cards and blocked payments by hotels and your employers always assists me in solving problems. Great opportunaty to book hotels and save money with genius advantage!,0
Good Easy to find hotels,0
Good app Good application,0
Amazing Super!,0
Никогда не подводило Отличное приложение для поиска и бронирования. Никогда не подводило.,0
Super Superrr app,0
Super Excellent app,0
Good! Your best travel assistant.!,0
Booking Bellisimo,0
"Mr Ilyas Very convenient
User friendly
All issues are handled promptly",0
Very good I really enjoy this app. It makes easy to travel around the world.,0
Booking ✌🏻,0
Good Good!,0
Çok güzel! Bu application a bayiliyorum!,0
Отель мир Очень помогло приложение как в Тбилиси так и в Киеве,0
Orkhan super,0
Super Thanks a lot!,0
Süper Bu uygulama cok güzel ve pratik. Parayi baya ekonomik etti,0
Йонду Отлично! Удобно,0
super great,0
Useful application Very useful application. I have used it for years and never regretted about it,0
Best app!! So creat,0
Azerbaijan Very nice...,0
Review Brilliant service,0
The best application Very very comfortable application for bookings,0
Program Good,0
"Отличное приложение Пользуюсь для букинга как в Азербайджане, так и за границей. Очень удобно.",0
Booking Good program. Like this!,0
Отлично Отличное приложение,0
отличная прога!! супер!!! советую всем👍,0
Very bad and slow!! This app is very slow and full of bugs. It shuts down and loses all saved info and found hotels once you leave application ( when you are pressing main button in iphone/ipad)!,1
Very good Very good app,0
SUCH A GREAT APP THIS APP IS VERY USEFUL,0
Super Ochen pomogayet. Otlichno,0
"Very helpful and easy to use application! It is very easy to find a hotel or some place for different purposes. Dates and services can be chosen by wish, then simply can be found a list of hotels. Finally very useful program. Thanx to all of organizers.",0
Good Super))),0
Ayka super,0
super super,0
Супер Очень удобно. Плавно работает.,0
app very nice app,0
Great Perfect. It is very great.,0
Ruslan Huseynov Вы Номер 1 ! Всем Вам Спасибо !,0
"Bad Eta versiya u menya ne rabotayet, obnovlyala, potom booking voobshe ne otkrivalsa, vernulas k staroy versii. Ustranute prichinu",1
Booking 👍👍👍,0
Omarism I use it very often. It's just amazing.... Thanks,0
⭐⭐⭐⭐⭐ super Super,0
Super programdir- haminiz yukleyin Butun oteller burdadi,0
"Very useful tool for hotel booking I'm happy with quality of services, but always there is something to improve.",0
Отлично Хорошо работает и привлекателный программа,0
So easy to book a room Super app. It is so easy to book a room all over the world with best rates!!!,0
Natiq Super,0
"Travel easy and stay in good hotels! It is a good application, because of giving you comfort searching of hotels.",0
A Xoroshaya vesh,0
Very vell Bravo!,0
Very good I like it,0
i like it i like it,0
"prosto super ocen ponravilsa!super!kak eto vse u vas polucayetsa?blaqodorya Vam,znayem vse ob otelyax Mira)))Thanks za to cto dumayete o Nas!😍😍😍",0
"Приложение для iPad а Приложение просто супер, и удобно и легко. Только вот если бы в карта в некоторых странах была на английском то было бы супер. И еще проведение маршрута что то не работает, а так все супер.",0
"Location services to be avoided Why the app requires location services during startup?

Please avoid this bug by removing location services requirement",1
LiveVideo Почему раздел LiveVideo отсутсвует? На остальных моделях есть а тут нет. iPhone 6s,1
Location why you want my location?!,1
Prablem Salam niye iphonede Turk dilnde olmr bu praqramm oda olsa super olar,1
Türkçe🙏 Türkçe 🙏,0
Проблемы с выводом денег Не советую играть с 1xbet так как они просто не выдают ваш выйгрыш!!!!!! Служба подержки вообше на вас плевать хотело. Когда приводиш обоснованные доводы то они просто не отвечают!! Кидалово!!!!!!,1
"Auto sale+ Why not """"""""Auto Sale"""""""" for iphone 5?",1
Türkçe dil desteği! Keşke uygulamada da Türkçe dil olsa.Çok iyi olurdu o zaman!!! Lütfen düzenleyin!!!!!,1
